,molecule_chembl_id,molecule_pref_name,canonical_smiles,pchembl_value,standard_type,standard_relation,standard_value,standard_units,potential_duplicate,target_pref_name,target_organism,assay_type,assay_description,chembl_id_duplicate,mean_pchembl_value,max_pchembl_value,min_pchembl_value,core_smiles,Mol,Scaffold
957,CHEMBL3986377,,Fc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccc1Cl,6.52,IC50,=,300.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS.",False,6.52,6.52,6.52,c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09670b0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912190>
958,CHEMBL3986613,,O=C1NCN([C@H]2CC[C@H](CNCC(F)(F)F)CC2)c2c1cnc1[nH]ccc21,7.66,IC50,=,22.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.",False,7.66,7.66,7.66,O=C1NCN(C2CCCCC2)c2c1cnc1[nH]ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967120>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912200>
959,CHEMBL3986618,,Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,6.68,IC50,=,210.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS.",False,6.68,6.68,6.68,c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967190>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912270>
960,CHEMBL3986660,,FC(F)(F)Oc1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,8.31,IC50,=,4.9,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS.",False,8.31,8.31,8.31,c1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967200>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09122e0>
961,CHEMBL3986686,,c1cc2c(ncn3nnc(C4CCCN(Cc5cncs5)C4)c23)[nH]1,6.00,IC50,=,1000.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS.",False,6.00,6.00,6.00,c1cc2c(ncn3nnc(C4CCCN(Cc5cncs5)C4)c23)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967270>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912350>
962,CHEMBL3991929,Cerdulatinib Hydrochloride,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,7.50,Kd,=,32.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",False,7.50,7.50,7.50,c1cc(NC2CC2)nc(Nc2ccc(N3CCNCC3)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09672e0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09123c0>
963,CHEMBL400402,,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,9.15,Kd,=,0.7,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",False,9.15,9.15,9.15,c1ccc(-c2ccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967350>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912430>
964,CHEMBL4060201,,O=C(CCCCCCn1cc(-c2ncnc3[nH]ccc23)cn1)NO,6.73,IC50,=,188.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of human TYK2 using KKSRGDYMTMQIG as substrate in presence of [gamma-33P]-ATP,False,6.73,6.73,6.73,c1nc(-c2cn[nH]c2)c2cc[nH]c2n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09673c0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09124a0>
965,CHEMBL4060444,,Cc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,7.54,IC50,=,29.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.54,7.54,7.54,c1cncc(-c2cc3c(NC4CCCC4)ccnn3c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967430>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912510>
966,CHEMBL4060536,,Cc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cc1,8.07,IC50,=,8.6,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,8.07,8.07,8.07,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09674a0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912580>
967,CHEMBL4060984,,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cc[nH]n4)cc23)CC[C@]1(C)N,7.85,IC50,=,14.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.85,7.85,7.85,c1cc(NC2CCCC2)c2cc(-c3cc[nH]n3)cn2n1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967510>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09125f0>
968,CHEMBL4061128,,N#Cc1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1,8.92,IC50,=,1.2,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,8.92,8.92,8.92,c1ccc(Nc2ccn([C@@H]3CCCOC3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967580>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912660>
969,CHEMBL4062062,,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(Cl)cc4)cc23)CC[C@]1(C)N,8.00,IC50,=,10.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,8.00,8.00,8.00,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09675f0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09126d0>
970,CHEMBL4062471,,NC(=O)c1cnn2cccc2c1NCc1cccc(NC(=O)Cn2sc3ccccc3c2=O)c1,6.62,IC50,=,240.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) using fluoresceinated peptide as substrate after 3 hrs by caliper assay,False,6.62,6.62,6.62,O=C(Cn1sc2ccccc2c1=O)Nc1cccc(CNc2ccnn3cccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967660>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912740>
971,CHEMBL4062680,,CNc1cc(Nc2nccc3nc(-c4c(Cl)cc(C#N)cc4Cl)[nH]c23)ncn1,7.14,EC50,=,72.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA,False,8.18,9.22,7.14,c1ccc(-c2nc3ccnc(Nc4ccncn4)c3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09676d0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09127b0>
972,CHEMBL4062758,,Cc1cc(Nc2nccc3nc(-c4c(Cl)cccc4Cl)[nH]c23)ncn1,6.77,EC50,=,170.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA,False,8.09,9.4,6.77,c1ccc(-c2nc3ccnc(Nc4ccncn4)c3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967740>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912820>
973,CHEMBL4063870,,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccncc4)cc23)CC[C@]1(C)N,7.36,IC50,=,44.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.36,7.36,7.36,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09677b0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912890>
974,CHEMBL4064171,,N#Cc1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1C#N,7.96,IC50,=,11.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,7.96,7.96,7.96,c1ccc(Nc2ccn([C@@H]3CCCOC3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967820>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912900>
975,CHEMBL4064189,,O=C(Nc1nccc2nc(-c3c(Cl)cccc3Cl)[nH]c12)C1CC1,8.77,Ki,=,1.7,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) by biochemical assay,False,8.77,8.77,8.77,O=C(Nc1nccc2nc(-c3ccccc3)[nH]c12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967890>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912970>
976,CHEMBL4065419,,Cc1nc(Nc2nccc3nc(-c4c(Cl)cccc4Cl)[nH]c23)cc(N(C)C)n1,8.49,Ki,=,3.2,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) by biochemical assay,False,8.49,8.49,8.49,c1ccc(-c2nc3ccnc(Nc4ccncn4)c3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967900>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09129e0>
977,CHEMBL4066193,,COc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc(F)n1,7.89,IC50,=,13.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,7.89,7.89,7.89,c1cc(Nc2ccn([C@@H]3CCCOC3)n2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967970>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912a50>
978,CHEMBL4066236,,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)CN(C)CC4)n[nH]c2c1,7.70,IC50,=,20.1,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of Tyk2 (unknown origin) using peptide substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by microfluidic assay,False,7.70,7.70,7.70,c1ccc(-c2ccc3c(-c4nc5c([nH]4)CNCC5)n[nH]c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09679e0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912ac0>
979,CHEMBL4066730,,N#CCC(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1,5.70,IC50,=,2000.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) using fluoresceinated peptide as substrate after 3 hrs by caliper assay,False,5.70,5.70,5.70,c1ccc(CNc2ccnn3cccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967a50>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912b30>
980,CHEMBL4066906,,C[C@@H]1NS(=O)(=O)c2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc21,8.77,IC50,=,1.7,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,8.77,8.77,8.77,O=S1(=O)NCc2cc(Nc3ccn([C@@H]4CCCOC4)n3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967ac0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912ba0>
981,CHEMBL4067915,,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,8.52,IC50,=,3.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,8.52,8.52,8.52,c1cc(Nc2ccn([C@@H]3CCCOC3)n2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967b30>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912c10>
982,CHEMBL4068357,,C[C@@H]1CCN(C(=O)N2CCCC2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,5.79,IC50,=,1632.2,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of Tyk2 (unknown origin) using peptide substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by microfluidic assay,False,6.34,6.89,5.79,O=C(N1CCCC1)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967ba0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912c80>
983,CHEMBL4068427,,O=C(Nc1nccc2nc(-c3c(Cl)cccc3Cl)oc12)C1CC1,8.06,Ki,=,8.8,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) by biochemical assay,False,8.06,8.06,8.06,O=C(Nc1nccc2nc(-c3ccccc3)oc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967c10>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912cf0>
984,CHEMBL4068856,,Cc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,7.29,IC50,=,51.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.29,7.29,7.29,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967c80>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912d60>
985,CHEMBL4069127,,COc1cc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)ccn1,7.44,IC50,=,36.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.44,7.44,7.44,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967cf0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912dd0>
986,CHEMBL4069942,,CN(C)c1cc(Nc2nccc3nc(-c4c(Cl)cccc4Cl)[nH]c23)ncn1,6.85,EC50,=,140.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA,False,8.04,9.22,6.85,c1ccc(-c2nc3ccnc(Nc4ccncn4)c3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967d60>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912e40>
987,CHEMBL4069951,,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)CN(S(C)(=O)=O)CC4)n[nH]c2c1,7.60,IC50,=,25.1,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of Tyk2 (unknown origin) using peptide substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by microfluidic assay,False,7.60,7.60,7.60,c1ccc(-c2ccc3c(-c4nc5c([nH]4)CNCC5)n[nH]c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967dd0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912eb0>
988,CHEMBL4070136,,CC(C)Oc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,7.52,IC50,=,30.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.52,7.52,7.52,c1cncc(-c2cc3c(NC4CCCC4)ccnn3c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967e40>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912f20>
989,CHEMBL4070262,,OC1CCN(c2cc(Nc3nccc4nc(-c5c(Cl)cccc5Cl)[nH]c34)ncn2)CC1,6.44,EC50,=,360.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA,False,7.72,9.0,6.44,c1ccc(-c2nc3ccnc(Nc4cc(N5CCCCC5)ncn4)c3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967eb0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0912f90>
990,CHEMBL4070687,,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(C#N)c4)cc23)CC[C@]1(C)N,7.26,IC50,=,55.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.26,7.26,7.26,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967f20>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0913040>
991,CHEMBL4071005,,COc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)ccc1Cl,7.92,IC50,=,12.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,7.92,7.92,7.92,c1ccc(Nc2ccn([C@@H]3CCCOC3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0967f90>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09130b0>
992,CHEMBL4071255,,COc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,7.68,IC50,=,21.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.68,7.68,7.68,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0968040>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0913120>
993,CHEMBL4071399,,CNc1cc(Nc2nccc3nc(-c4c(Cl)cccc4Cl)[nH]c23)ncn1,7.36,EC50,=,44.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA,False,8.33,9.3,7.36,c1ccc(-c2nc3ccnc(Nc4ccncn4)c3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c09680b0>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0913190>
994,CHEMBL4071806,,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(F)c4)cc23)CC[C@]1(C)N,7.66,IC50,=,22.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,7.66,7.66,7.66,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0968120>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0913200>
995,CHEMBL4072239,,NC(=O)c1cnc(Nc2ccccc2)cc1NCc1ccccc1,6.11,IC50,=,774.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) using fluoresceinated peptide as substrate after 3 hrs by caliper assay,False,6.11,6.11,6.11,c1ccc(CNc2ccnc(Nc3ccccc3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0968190>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0913270>
996,CHEMBL4072848,,COc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)ccc1C#N,8.05,IC50,=,9.0,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of N-terminal GST-tagged recombinant human TYK2 catalytic domain expressed in baculovirus expression system using LCB-EQEDEPEGDYFEWLW-NH2 as substrate preincubated for 30 mins followed by ATP addition measured after 120 mins by HTRF assay,False,8.05,8.05,8.05,c1ccc(Nc2ccn([C@@H]3CCCOC3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0968200>,<rdkit.Chem.rdchem.Mol object at 0x7f46c09132e0>
997,CHEMBL4073562,,Cc1cc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)ccn1,8.24,IC50,=,5.7,nM,0,Tyrosine-protein kinase TYK2,Homo sapiens,B,Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay,False,8.24,8.24,8.24,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f46c0968270>,<rdkit.Chem.rdchem.Mol object at 0x7f46c0913350>
